CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1749153,16000189560,2016189560,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/30/2016 01:26:38 AM,BROADWAY / E PIKE ST,E,E2,7500.4016,-122.32078,47.614075,"(47.614075, -122.32078)",FIGHT - JO - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1957929,17000095603,201795603,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,03/18/2017 03:23:39 AM,94XX BLOCK OF 13 AV SW,F,F3,11300.2015,-122.35173,47.518368,"(47.518368, -122.35173)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,
733438,12000047284,201247284,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,02/16/2012 02:34:00 PM,23XX BLOCK OF MINOR AVE E,C,C1,6100.4005,-122.328354325,47.640879332,"(47.640879332, -122.328354325)",,,,
870643,12000259341,2012259341,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/07/2012 10:03:00 AM,22XX BLOCK OF ALASKAN WAY,M,M3,8002.2012,-122.348256422,47.611142869,"(47.611142869, -122.348256422)",,,,
487615,11000355586,2011355586,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,11/01/2011 06:48:00 AM,E THOMAS ST / HARVARD AV E,E,E1,7400.3001,-122.322226116,47.621063813,"(47.621063813, -122.322226116)",,,,
787342,12000129690,2012129690,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/28/2012 11:12:00 AM,S CONOVER WY / CASCADIA AV S,R,R3,10100.2014,-122.28275741,47.561842078,"(47.561842078, -122.28275741)",,,,
2005488,17000183455,2017183455,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/24/2017 12:16:14 PM,6 AV S / S SPOKANE ST,O,O2,9300.3123,-122.32599,47.571407,"(47.571407, -122.32599)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
661306,11000079760,201179760,161,TRESPASS ,TRESPASS,TRESPASS,03/10/2011 01:12:00 PM,14XX BLOCK OF WESTERN AVE,M,M3,8100.1011,-122.340669909,47.607860347,"(47.607860347, -122.340669909)",,,,
628097,11000187062,2011187062,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/11/2011 01:32:00 PM,11XX BLOCK OF MADISON ST,D,D3,8300.1005,-122.324583879,47.609570173,"(47.609570173, -122.324583879)",,,,
1885232,16000426133,2016426133,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,11/26/2016 10:01:45 AM,15XX BLOCK OF 11 AV,E,E2,7500.4006,-122.31815,47.614674,"(47.614674, -122.31815)",TRU - THEFT,OTHER PROPERTY,THEFT,11/26/2016 09:28:59 AM
2016990,17000204578,2017204578,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,06/07/2017 08:09:50 PM,5XX BLOCK OF BOREN AV N,D,D3,7300.3004,-122.33583,47.62387,"(47.62387, -122.33583)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1038446,15000078646,201578646,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/10/2015 05:29:00 AM,40XX BLOCK OF 5 AV NE,B,B3,5200.3012,-122.323489928,47.656752504,"(47.656752504, -122.323489928)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/10/2015 05:19:00 AM
1630270,15000432674,2015432674,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/14/2015 08:14:21 AM,34XX BLOCK OF BEACON AV S,R,R1,10002.4022,-122.30843,47.572506,"(47.572506, -122.30843)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1941586,17000063895,201763895,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,02/21/2017 12:38:22 PM,2XX BLOCK OF SUMMIT AV E,E,E1,7402.1004,-122.325294,47.620243,"(47.620243, -122.325294)",TRESPASS,TRESPASS,TRESPASS,
1042267,15000087379,201587379,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/17/2015 04:46:00 PM,43XX BLOCK OF 8 AV NE,U,U2,5200.1000,-122.319777301,47.660386558,"(47.660386558, -122.319777301)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/17/2015 01:49:00 PM
749281,12000071185,201271185,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/08/2012 12:43:00 PM,127XX BLOCK OF ROOSEVELT WAY NE,L,L1,200.3005,-122.323310651,47.722999355,"(47.722999355, -122.323310651)",,,,
411832,11000258569,2011258569,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/08/2011 02:50:00 AM,15XX BLOCK OF BOYLSTON AVE,E,E2,8400.1015,-122.323408495,47.614650576,"(47.614650576, -122.323408495)",,,,
1971641,17000120942,2017120942,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/06/2017 09:36:05 PM,WEST SEATTLE BR / HARBOR AV SW,W,W1,9900.4048,-122.37063,47.571438,"(47.571438, -122.37063)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
955404,12000382805,2012382805,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/07/2012 08:47:00 PM,125XX BLOCK OF 3RD AVE NE,N,N3,600.5001,-122.326234882,47.719973045,"(47.719973045, -122.326234882)",,,,
1940181,17000060476,201760476,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,02/18/2017 04:47:15 PM,N 80 ST / DENSMORE AV N,J,J3,2700.401,-122.337906,47.686916,"(47.686916, -122.337906)","ANIMAL, REPORT - BITE",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,02/18/2017 02:33:38 PM
822144,12000181639,2012181639,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,06/11/2012 02:46:00 AM,16XX BLOCK OF MELROSE AVE,E,E2,8400.1006,-122.327887319,47.616173737,"(47.616173737, -122.327887319)",,,,
745985,12000066193,201266193,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/04/2012 02:50:00 AM,1 AV S / S HOLGATE ST,K,K3,9300.2042,-122.334199629,47.586102193,"(47.586102193, -122.334199629)",,,,
1897481,16000448773,2016448773,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,12/14/2016 07:54:35 PM,61XX BLOCK OF 4 AV S,O,O3,10900.2071,-122.32959,47.546696,"(47.546696, -122.32959)",TRU - THEFT,OTHER PROPERTY,THEFT,12/14/2016 06:23:53 PM
585015,11000303062,2011303062,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/13/2011 06:25:00 PM,4XX BLOCK OF PINE ST,M,M3,8100.2004,-122.337320426,47.611321241,"(47.611321241, -122.337320426)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,09/13/2011 06:20:00 PM
391514,11000228822,2011228822,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/15/2011 07:34:00 AM,32XX BLOCK OF W COMMODORE WAY,Q,Q1,5700.2000,-122.398111671,47.664228474,"(47.664228474, -122.398111671)",,,,
454368,11000321296,2011321296,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/29/2011 11:52:00 PM,123XX BLOCK OF 35TH AVE NE,L,L2,800.1004,-122.291137897,47.718291369,"(47.718291369, -122.291137897)",,,,
1628176,15000428940,2015428940,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/11/2015 02:04:37 AM,54XX BLOCK OF 1 AV NW,B,B2,3500.3015,-122.357376,47.668053,"(47.668053, -122.357376)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
777590,12000114901,2012114901,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/15/2012 02:01:00 PM,90XX BLOCK OF SEWARD PARK AVE S,S,S3,11800.6013,-122.264496398,47.522408654,"(47.522408654, -122.264496398)",,,,
1842682,16000349869,2016349869,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,09/27/2016 01:42:32 AM,48XX BLOCK OF S OTHELLO ST,S,S2,11101.1007,-122.27216,47.53712,"(47.53712, -122.27216)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,09/26/2016 08:25:32 PM
653969,11000144378,2011144378,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",05/06/2011 10:18:00 AM,4 AV / PINE ST,M,M3,8100.2004,-122.337595941,47.611207077,"(47.611207077, -122.337595941)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1881049,16000418498,2016418498,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,11/19/2016 03:12:37 PM,HIGHLAND PARK WY SW / W MARGINAL WY SW,F,F1,10800.1009,-122.342186,47.54035,"(47.54035, -122.342186)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,11/19/2016 01:16:38 PM
621929,11000184459,2011184459,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/09/2011 01:08:00 PM,14 AV NW / NW 46 ST,J,J2,4700.2032,-122.373596566,47.662201718,"(47.662201718, -122.373596566)",,,,
685118,11000393508,2011393508,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,12/07/2011 04:01:00 PM,15 AV S / S COLUMBIAN WY,R,R2,10000.3001,-122.313433198,47.569165554,"(47.569165554, -122.313433198)",,,,
667614,12000242371,2012242371,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,07/26/2012 11:48:00 AM,56XX BLOCK OF NE 77TH ST,U,U3,2200.4007,-122.267064082,47.684466389,"(47.684466389, -122.267064082)",TRU - THEFT,OTHER PROPERTY,THEFT,
534603,11000102220,2011102220,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,03/30/2011 03:22:00 PM,16 AV NE / NE 65 ST,U,U1,2600.3013,-122.310858851,47.675780337,"(47.675780337, -122.310858851)",,,,
900901,12000310932,2012310932,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,09/14/2012 12:01:00 PM,10XX BLOCK OF S CLOVERDALE ST,F,F3,11200.3008,-122.318932928,47.526453018,"(47.526453018, -122.318932928)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,09/14/2012 11:48:00 AM
683247,11000390666,2011390666,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/04/2011 11:28:00 PM,142XX BLOCK OF 15TH AVE NE,L,L1,200.4002,-122.312711864,47.731212885,"(47.731212885, -122.312711864)",,,,
578276,11000172272,2011172272,161,TRESPASS ,TRESPASS,TRESPASS,05/30/2011 12:42:00 PM,11XX BLOCK OF BROADWAY CT,E,E2,7500.4023,-122.319863941,47.611857876,"(47.611857876, -122.319863941)",,,,
1095479,15000163340,2015163340,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/18/2015 04:46:00 PM,6XX BLOCK OF BOYLSTON AV E,E,E1,7401.1000,-122.323033033,47.624695169,"(47.624695169, -122.323033033)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1293503,13000024475,201324475,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/22/2013 08:06:00 AM,PONTIUS AV N / MERCER ST,D,D2,7300.1007,-122.331727595,47.624270658,"(47.624270658, -122.331727595)",,,,
1299836,13000033117,201333117,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/29/2013 04:38:00 PM,125XX BLOCK OF 15TH AVE NE,L,L1,200.7004,-122.312674745,47.720318297,"(47.720318297, -122.312674745)",,,,
1703402,16000106707,2016106707,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/28/2016 11:41:00 AM,NE 125 ST / LAKE CITY WY NE,L,L3,100.5006,-122.295235,47.719276,"(47.719276, -122.295235)",TRU - THEFT,OTHER PROPERTY,THEFT,03/28/2016 10:33:42 AM
1998385,17000170326,2017170326,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,05/15/2017 07:15:04 AM,137XX BLOCK OF 36 AV NE,L,L3,100.2003,-122.28963,47.72919,"(47.72919, -122.28963)",UNKNOWN - COMPLAINT OF UNKNOWN NATURE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/15/2017 03:07:40 AM
1553514,15000326439,2015326439,161,TRESPASS,TRESPASS,TRESPASS,09/17/2015 02:23:00 PM,23XX BLOCK OF 15 AV S,R,R1,9400.3039,-122.313401677,47.581998473,"(47.581998473, -122.313401677)",TRESPASS,TRESPASS,TRESPASS,
1076737,15000136928,2015136928,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/27/2015 12:49:00 AM,65XX BLOCK OF 48 AV NE,U,U3,3900.2009,-122.276900988,47.676686334,"(47.676686334, -122.276900988)",PROWLER - IP/JO,PROWLER,PROWLER,04/27/2015 12:35:00 AM
876236,12000268890,2012268890,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/14/2012 09:13:00 AM,THOMAS ST / MINOR AV N,D,D2,7300.1015,-122.332986642,47.620812853,"(47.620812853, -122.332986642)",,,,
588062,11000158271,2011158271,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,05/18/2011 04:08:00 PM,NE 75 ST / 55 AV NE,L,L3,4000.2000,-122.269018797,47.683022092,"(47.683022092, -122.269018797)",,,,
2217192,14000405737,2014405737,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,12/07/2014 12:42:00 PM,46 AV S / S WILLOW ST,S,S1,11101.2002,-122.275479249,47.540681607,"(47.540681607, -122.275479249)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/07/2014 11:34:00 AM
1613896,15000404791,2015404791,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,11/19/2015 07:39:46 PM,43XX BLOCK OF NE 55 ST,U,U3,4200.2016,-122.2808,47.66879,"(47.66879, -122.2808)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,11/19/2015 06:53:28 PM
1274996,11000005293,20115293,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,01/05/2011 01:21:00 PM,25XX BLOCK OF S BRANDON ST,R,R2,10400.2003,-122.299891382,47.553653561,"(47.553653561, -122.299891382)",,,,
395537,11000234099,2011234099,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/19/2011 05:40:00 PM,24XX BLOCK OF 4TH AVE S,O,O2,9300.3026,-122.329055962,47.580851337,"(47.580851337, -122.329055962)",,,,
2245000,15000011440,201511440,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/11/2015 11:00:00 AM,37 AV SW / SW BARTON ST,W,W3,11600.4002,-122.379441154,47.521088278,"(47.521088278, -122.379441154)",ABANDONED VEHICLE,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1921316,17000025180,201725180,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/21/2017 10:00:35 AM,S DEARBORN ST / RAINIER AV S,G,G3,9000.2033,-122.31153,47.59587,"(47.59587, -122.31153)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1065712,15000121271,2015121271,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,04/14/2015 08:23:00 AM,135XX BLOCK OF CORLISS AV N,N,N2,300.1032,-122.331541677,47.728264579,"(47.728264579, -122.331541677)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,04/14/2015 06:53:00 AM
1133557,15000218384,2015218384,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/28/2015 07:06:00 AM,BEACON AV S / S SPOKANE ST,R,R1,10002.4023,-122.308256369,47.571922724,"(47.571922724, -122.308256369)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/28/2015 05:36:00 AM
938841,12000361838,2012361838,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/22/2012 09:33:00 AM,BOREN AV / E ALDER ST,E,E3,8600.3012,-122.320572508,47.604361967,"(47.604361967, -122.320572508)",,,,
1743013,16000179446,2016179446,161,TRESPASS,TRESPASS,TRESPASS,05/22/2016 05:11:03 PM,38XX BLOCK OF RAINIER AV S,R,R2,10100.5018,-122.289925,47.568882,"(47.568882, -122.289925)",TRESPASS,TRESPASS,TRESPASS,05/22/2016 03:54:01 PM
774651,12000110557,2012110557,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/11/2012 08:25:00 PM,HARVARD AV / E OLIVE ST,E,E1,7400.4005,-122.322149209,47.616392448,"(47.616392448, -122.322149209)",,,,
1039772,15000084296,201584296,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,03/14/2015 04:08:00 PM,43XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.3000,-122.313149002,47.660532241,"(47.660532241, -122.313149002)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1947207,17000074541,201774541,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2017 11:30:27 PM,62XX BLOCK OF 24 AV NW,B,B1,3300.4007,-122.38759,47.674194,"(47.674194, -122.38759)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2017 08:23:24 PM
71141,10000326826,2010326826,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,09/18/2010 12:35:00 AM,19XX BLOCK OF E MADISON ST,G,G1,7900.2002,-122.306772803,47.616998039,"(47.616998039, -122.306772803)",,,,
1946638,17000073693,201773693,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2017 07:38:40 AM,67XX BLOCK OF 3 AV NW,J,J2,3400.2003,-122.36047,47.67867,"(47.67867, -122.36047)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2017 07:10:13 AM
112044,10000387390,2010387390,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,11/05/2010 08:05:00 PM,13XX BLOCK OF NE 43RD ST,U,U2,5301.3008,-122.313746369,47.659802042,"(47.659802042, -122.313746369)",,,,
1730785,16000157268,2016157268,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",05/06/2016 12:13:05 PM,20XX BLOCK OF 15 AV W,Q,Q1,5802.2003,-122.37614,47.636337,"(47.636337, -122.37614)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",
49750,10000295977,2010295977,161,TRESPASS ,TRESPASS,TRESPASS,08/24/2010 01:57:00 PM,2XX BLOCK OF S WASHINGTON ST,K,K3,9200.2004,-122.331393297,47.600878871,"(47.600878871, -122.331393297)",,,,
591759,11000164221,2011164221,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,05/23/2011 04:01:00 PM,65XX BLOCK OF 37TH AVE SW,W,W3,10600.2005,-122.379156757,47.543911991,"(47.543911991, -122.379156757)",,,,
2006032,17000184419,2017184419,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,05/25/2017 12:48:11 AM,9 AV / STEWART ST,M,M2,7300.303,-122.33444,47.615616,"(47.615616, -122.33444)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
928580,12000348491,2012348491,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,10/11/2012 09:38:00 PM,137XX BLOCK OF 32ND AVE NE,L,L1,100.2006,-122.29370088,47.729169583,"(47.729169583, -122.29370088)",,,,10/11/2012 03:04:00 PM
1523925,15000290232,2015290232,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",08/20/2015 12:16:00 PM,5XX BLOCK OF 16 AV,G,G2,8700.1022,-122.31154783,47.607109046,"(47.607109046, -122.31154783)","MISSING - (ALZHEIMER, ENDANGERED, ELDERLY)","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",
1558289,15000331976,2015331976,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/22/2015 09:12:00 AM,27XX BLOCK OF EASTLAKE AV E,D,D3,6100.3016,-122.325880913,47.645058497,"(47.645058497, -122.325880913)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
1550554,15000322828,2015322828,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/14/2015 04:33:00 PM,DELRIDGE WY SW / SW THISTLE ST,F,F2,11401.1007,-122.360460743,47.528282375,"(47.528282375, -122.360460743)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
2244327,15000010461,201510461,,,,,,7XX BLOCK OF N 135 ST,N,N1,401.3000,-122.347862712,47.726862546,"(47.726862546, -122.347862712)","MISSING - (ALZHEIMER, ENDANGERED, ELDERLY)","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",01/10/2015 01:40:00 PM
2196981,14000374959,2014374959,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,11/08/2014 09:02:00 PM,65XX BLOCK OF 7 AV NW,B,B3,3400.4008,-122.364520147,47.676881385,"(47.676881385, -122.364520147)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
19966,10000252547,2010252547,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,07/22/2010 04:04:00 PM,5XX BLOCK OF 3RD AVE,K,K2,8100.2035,-122.331082201,47.602412413,"(47.602412413, -122.331082201)",,,,
1745832,16000183851,2016183851,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/25/2016 07:05:21 PM,9XX BLOCK OF N 101 ST,N,N3,1300.3004,-122.346,47.70216,"(47.70216, -122.346)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
108725,10000382361,2010382361,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",11/02/2010 04:20:00 AM,18XX BLOCK OF TERRY AVE,D,D2,7300.2021,-122.332941874,47.6158847,"(47.6158847, -122.332941874)",,,,
1793894,16000266080,2016266080,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,07/25/2016 10:38:58 AM,66XX BLOCK OF RAINIER AV S,S,S2,11102.2007,-122.27312,47.542923,"(47.542923, -122.27312)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,07/25/2016 09:01:25 AM
2027468,17000223743,2017223743,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,06/21/2017 05:43:17 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
879347,12000275256,2012275256,064,SHOPLIFT,THEFT,SHOPLIFTING,08/18/2012 08:58:00 PM,NE NORTHGATE WY / ROOSEVELT WY NE,L,L2,1200.3000,-122.31785262,47.708560425,"(47.708560425, -122.31785262)",,,,
111891,10000386896,2010386896,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/05/2010 01:06:00 PM,20XX BLOCK OF RAINIER AVE S,R,R1,9400.3012,-122.30291154,47.58453928,"(47.58453928, -122.30291154)",,,,
425809,11000279019,2011279019,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,08/25/2011 04:00:00 AM,8 AV S / S KING ST,K,K2,9100.2001,-122.322451864,47.598346107,"(47.598346107, -122.322451864)",,,,
935731,12000357825,2012357825,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,10/18/2012 09:58:00 PM,BEACH DR SW / SW GENESEE ST,W,W2,9701.3015,-122.407080387,47.56492451,"(47.56492451, -122.407080387)",ACC - WITH INJURIES (INCLUDES HIT AND RUN),ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10/18/2012 08:29:00 PM
1106295,15000180125,2015180125,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,05/31/2015 04:53:00 AM,77XX BLOCK OF 10 AV NW,J,J2,3000.1012,-122.369340566,47.686003583,"(47.686003583, -122.369340566)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
